PROBLEM_SIZE=,50,SAMPLE_SIZE=,10,SUBDIVISIONS_NR=,8
LR residual list
2,:,"[0.0017482722337412993, 0.0012845640451722613, 0.002238210065216548, 0.0019846241564876518, 0.0012229437936944383, 0.08125909429538213, 0.002164521695119139, 0.003874381846393557, 0.002571566174780456, 0.00421751301770613]"
4,:,"[0.0005326490798211681, 0.00042314997276600154, 0.0004187971285057893, 0.0005958731038393077, 0.00039006197128532705, 0.0012800672347733136, 0.004250586904336414, 0.0010974572307403706, 0.0007777856575081676, 0.0010241641841608183]"
8,:,"[0.00016230981037331413, 0.00014307900694178322, 0.00012705999532591991, 0.00017598620394765178, 0.00012407779698689027, 0.0003628487708908349, 0.0044514850006681555, 0.00031592042102543557, 0.00022466646026876437, 0.0002865173066937973]"
16,:,"[5.159085382530789e-05, 5.1479690737481616e-05, 0.00014838367162497173, 5.2629733850703655e-05, 4.132759904486876e-05, 0.00014116877140083633, 7.295849064455355e-05, 9.135544740119904e-05, 6.461242767417369e-05, 0.0001643004866274308]"
32,:,"[1.7797704750573928e-05, 2.027435141425654e-05, 0.015928971696968136, 1.6701858010059213e-05, 1.5025075957953892e-05, 4.691085696297902e-05, 2.7304528252719086e-05, 2.7628878387706183e-05, 1.932789828039447e-05, 0.48192031231728405]"
64,:,"[6.811226462119726e-06, 8.707996216174617e-06, 0.14626854435951747, 5.83876556381168e-06, 6.038407403129698e-06, 1.4608875024789654e-05, 1.125424564285377e-05, 9.10117286979112e-06, 6.271886482732948e-06, 0.9470696869817578]"
128,:,"[2.8718250126881235e-06, 3.988414614162113e-06, 15.521470334071543, 2.276900121232275e-06, 2.6421386785446896e-06, 4.992894617807897e-06, 5.013771868769639e-06, 3.3453177658061098e-06, 2.2683468183956374e-06, 0.0026280100751398527]"
LR residual mean
0.01025656913236936,0.0010790592467736677,0.0006373950773122547,8.79807172831527e-05,0.04980402551662688,0.10934068639169406,1.552412574375618
LR residual std
0.023686103793135103,0.001098454497404393,0.0012738270195197373,4.378136454585957e-05,0.14411679822362974,0.28262724969785374,4.656352652314978
SDP high accuracy residual list
2,:,"[0.00035034387834124336, 0.0005394843667522901, 0.0001722117108471562, 0.00028441940829908313, 0.0003305910002080186, 0.00026572176185672426, 0.00046141018529519004, 0.0002585334082341292, 0.00035460076815562017, 0.00023187821033352865]"
4,:,"[0.00035441494692745485, 0.0005373089505961881, 0.00016324089322686928, 0.00029313040703099995, 0.0003345827762073616, 0.0002166155906797006, 0.00042739066878280435, 0.00024604158740927764, 0.00043035928664630126, 0.0002675695803493176]"
8,:,"[0.0003570097180770374, 0.0005341383923673372, 0.00015674836398700182, 0.0002982580533418942, 0.00033617611005677786, 0.00021623983971008439, 0.00040428718248762877, 0.00027130433418338283, 0.00047305055704783633, 0.00024328595828449048]"
16,:,"[0.0003584886949996749, 0.0005352740693594513, 0.0001528091337002971, 0.00030133155722417127, 0.00033723051632174767, 0.00019874311521964196, 0.00039090270875067083, 0.0002678742807041369, 0.0005002287346848784, 0.00023571359778903762]"
